"Product","DataType","Source","Attribute","Component","Name","Units","Description","UpperDepth_m","LowerDepth_m","Path","COGsPath","MetadataLink"
"SLGA","Soil","TERN","Clay Content","Uncert_95","95th percentile uncertainty bound of Clay Content for 0.3 to 0.6 metres","%","95th percentile uncertainty bound of Clay Content for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Clay/CLY_030_060_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/CLY/CLY_030_060_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Clay Content","Uncert_95","95th percentile uncertainty bound of Clay Content for 0.6 to 1 metres","%","95th percentile uncertainty bound of Clay Content for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Clay/CLY_060_100_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/CLY/CLY_060_100_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Clay Content","Uncert_95","95th percentile uncertainty bound of Clay Content for 1 to 2 metres","%","95th percentile uncertainty bound of Clay Content for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Clay/CLY_100_200_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/CLY/CLY_100_200_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_05","5th percentile uncertainty bound of Depth to Regolith for 0 to 0.05 metres","m","5th percentile uncertainty bound of Depth to Regolith for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_000_005_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_000_005_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_05","5th percentile uncertainty bound of Depth to Regolith for 0.05 to 0.15 metres","m","5th percentile uncertainty bound of Depth to Regolith for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_005_015_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_005_015_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_05","5th percentile uncertainty bound of Depth to Regolith for 0.15 to 0.3 metres","m","5th percentile uncertainty bound of Depth to Regolith for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_015_030_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_015_030_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_05","5th percentile uncertainty bound of Depth to Regolith for 0.3 to 0.6 metres","m","5th percentile uncertainty bound of Depth to Regolith for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_030_060_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_030_060_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_05","5th percentile uncertainty bound of Depth to Regolith for 0.6 to 1 metres","m","5th percentile uncertainty bound of Depth to Regolith for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_060_100_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_060_100_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_05","5th percentile uncertainty bound of Depth to Regolith for 1 to 2 metres","m","5th percentile uncertainty bound of Depth to Regolith for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_100_200_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_100_200_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","EV","Estimated value of Depth to Regolith for 0 to 0.05 metres","m","Estimated value of Depth to Regolith for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","EV","Estimated value of Depth to Regolith for 0.05 to 0.15 metres","m","Estimated value of Depth to Regolith for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","EV","Estimated value of Depth to Regolith for 0.15 to 0.3 metres","m","Estimated value of Depth to Regolith for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","EV","Estimated value of Depth to Regolith for 0.3 to 0.6 metres","m","Estimated value of Depth to Regolith for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","EV","Estimated value of Depth to Regolith for 0.6 to 1 metres","m","Estimated value of Depth to Regolith for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","EV","Estimated value of Depth to Regolith for 1 to 2 metres","m","Estimated value of Depth to Regolith for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_95","95th percentile uncertainty bound of Depth to Regolith for 0 to 0.05 metres","m","95th percentile uncertainty bound of Depth to Regolith for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_000_005_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_000_005_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_95","95th percentile uncertainty bound of Depth to Regolith for 0.05 to 0.15 metres","m","95th percentile uncertainty bound of Depth to Regolith for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_005_015_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_005_015_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_95","95th percentile uncertainty bound of Depth to Regolith for 0.15 to 0.3 metres","m","95th percentile uncertainty bound of Depth to Regolith for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_015_030_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_015_030_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_95","95th percentile uncertainty bound of Depth to Regolith for 0.3 to 0.6 metres","m","95th percentile uncertainty bound of Depth to Regolith for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_030_060_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_030_060_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_95","95th percentile uncertainty bound of Depth to Regolith for 0.6 to 1 metres","m","95th percentile uncertainty bound of Depth to Regolith for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_060_100_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_060_100_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth to Regolith","Uncert_95","95th percentile uncertainty bound of Depth to Regolith for 1 to 2 metres","m","95th percentile uncertainty bound of Depth to Regolith for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Regolith/DER_100_200_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DER/DER_100_200_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_05","5th percentile uncertainty bound of Depth of Soil for 0 to 0.05 metres","m","5th percentile uncertainty bound of Depth of Soil for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_000_005_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_000_005_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_05","5th percentile uncertainty bound of Depth of Soil for 0.05 to 0.15 metres","m","5th percentile uncertainty bound of Depth of Soil for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_005_015_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_005_015_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_05","5th percentile uncertainty bound of Depth of Soil for 0.15 to 0.3 metres","m","5th percentile uncertainty bound of Depth of Soil for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_015_030_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_015_030_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_05","5th percentile uncertainty bound of Depth of Soil for 0.3 to 0.6 metres","m","5th percentile uncertainty bound of Depth of Soil for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_030_060_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_030_060_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_05","5th percentile uncertainty bound of Depth of Soil for 0.6 to 1 metres","m","5th percentile uncertainty bound of Depth of Soil for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_060_100_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_060_100_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_05","5th percentile uncertainty bound of Depth of Soil for 1 to 2 metres","m","5th percentile uncertainty bound of Depth of Soil for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_100_200_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_100_200_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","EV","Estimated value of Depth of Soil for 0 to 0.05 metres","m","Estimated value of Depth of Soil for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","EV","Estimated value of Depth of Soil for 0.05 to 0.15 metres","m","Estimated value of Depth of Soil for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","EV","Estimated value of Depth of Soil for 0.15 to 0.3 metres","m","Estimated value of Depth of Soil for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","EV","Estimated value of Depth of Soil for 0.3 to 0.6 metres","m","Estimated value of Depth of Soil for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","EV","Estimated value of Depth of Soil for 0.6 to 1 metres","m","Estimated value of Depth of Soil for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","EV","Estimated value of Depth of Soil for 1 to 2 metres","m","Estimated value of Depth of Soil for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_95","95th percentile uncertainty bound of Depth of Soil for 0 to 0.05 metres","m","95th percentile uncertainty bound of Depth of Soil for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_000_005_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_000_005_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_95","95th percentile uncertainty bound of Depth of Soil for 0.05 to 0.15 metres","m","95th percentile uncertainty bound of Depth of Soil for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_005_015_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_005_015_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_95","95th percentile uncertainty bound of Depth of Soil for 0.15 to 0.3 metres","m","95th percentile uncertainty bound of Depth of Soil for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_015_030_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_015_030_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_95","95th percentile uncertainty bound of Depth of Soil for 0.3 to 0.6 metres","m","95th percentile uncertainty bound of Depth of Soil for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_030_060_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_030_060_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_95","95th percentile uncertainty bound of Depth of Soil for 0.6 to 1 metres","m","95th percentile uncertainty bound of Depth of Soil for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_060_100_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_060_100_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Depth of Soil","Uncert_95","95th percentile uncertainty bound of Depth of Soil for 1 to 2 metres","m","95th percentile uncertainty bound of Depth of Soil for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/Depth_of_Soil/DES_100_200_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/DES/DES_100_200_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_05","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0 to 0.05 metres","meq/100g","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_000_005_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_000_005_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_05","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.05 to 0.15 metres","meq/100g","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_005_015_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_005_015_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_05","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.15 to 0.3 metres","meq/100g","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_015_030_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_015_030_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_05","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.3 to 0.6 metres","meq/100g","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_030_060_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_030_060_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_05","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.6 to 1 metres","meq/100g","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_060_100_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_060_100_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_05","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 1 to 2 metres","meq/100g","5th percentile uncertainty bound of Effective Cation Exchange Capacity for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_100_200_05_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_100_200_05_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","EV","Estimated value of Effective Cation Exchange Capacity for 0 to 0.05 metres","meq/100g","Estimated value of Effective Cation Exchange Capacity for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_000_005_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","EV","Estimated value of Effective Cation Exchange Capacity for 0.05 to 0.15 metres","meq/100g","Estimated value of Effective Cation Exchange Capacity for 0.05 to 0.15 metres",0.05,0.15,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_005_015_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","EV","Estimated value of Effective Cation Exchange Capacity for 0.15 to 0.3 metres","meq/100g","Estimated value of Effective Cation Exchange Capacity for 0.15 to 0.3 metres",0.15,0.3,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_015_030_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","EV","Estimated value of Effective Cation Exchange Capacity for 0.3 to 0.6 metres","meq/100g","Estimated value of Effective Cation Exchange Capacity for 0.3 to 0.6 metres",0.3,0.6,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_030_060_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","EV","Estimated value of Effective Cation Exchange Capacity for 0.6 to 1 metres","meq/100g","Estimated value of Effective Cation Exchange Capacity for 0.6 to 1 metres",0.6,1,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_060_100_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","EV","Estimated value of Effective Cation Exchange Capacity for 1 to 2 metres","meq/100g","Estimated value of Effective Cation Exchange Capacity for 1 to 2 metres",1,2,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_100_200_EV_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
"SLGA","Soil","TERN","Effective Cation Exchange Capacity","Uncert_95","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0 to 0.05 metres","meq/100g","95th percentile uncertainty bound of Effective Cation Exchange Capacity for 0 to 0.05 metres",0,0.05,"D:/TERNSoils/National_digital_soil_property_maps/ECEC/ECE_000_005_95_N_P_AU_NAT_C_20140801.tif","https://esoil.io/TERNLandscapes/Public/Products/TERN/SLGA/ECE/ECE_000_005_95_N_P_AU_NAT_C_20140801.tif","https://www.clw.csiro.au/aclep/soilandlandscapegrid/index.html"
